user_id,filtered_count,reference_count,difference,percent_change
29a292f9-bbaa-4fdc-8111-402cce5a290d,36,36,0,0.0
29b10edc-324a-4c43-a1dd-777ef6dfa192,67,67,0,0.0
29b64fd1-73c9-44ed-a9ba-29d88bd837e8,26,26,0,0.0
29d4ba2e-9ca9-4ac7-8327-7527cb28866c,63,67,-4,-5.970149253731343
2a0425ea-516b-4760-b819-2858410be9d3,58,58,0,0.0
2a1ac76d-57ca-4389-af0d-0e102170bf22,118,118,0,0.0
2a248616-4f47-49e6-8a20-0e55399bb670,135,135,0,0.0
2a334cb8-2c58-4762-b094-2aba366b5c8f,42,42,0,0.0
2a3bc704-e47c-432a-82f5-2aade3c8b28b,24,24,0,0.0
2a3fb4d2-24f3-4404-ae96-a09a8ac2d00e,38,38,0,0.0
2a472820-0bc9-4bda-9df0-85a3485b2388,80,81,-1,-1.2345679012345678
2a64fc11-e27c-473f-ad01-9f5f51994ac6,31,35,-4,-11.428571428571429
2a6fe201-793b-414f-9f1a-e74585d85997,128,128,0,0.0
2aa02171-4368-48e0-ae86-32175dc94efb,85,85,0,0.0
2ab0003c-3bfc-4600-ad3a-b762d85f4771,79,79,0,0.0
2ab71dd4-ecd2-47e7-a7ce-ac70f4fd2c12,28,28,0,0.0
2aca01f8-477a-471e-9316-f12405cfb6f6,63,63,0,0.0
2acd3a38-a4df-415f-92d1-1b3265e168be,20,20,0,0.0
2ad8981f-d4e2-4731-b236-3510cae0312a,53,53,0,0.0
2af5e468-f357-455a-bb62-e5592b5d9580,64,64,0,0.0
2b1a00f1-cf9a-471f-a9da-528711a7630f,62,62,0,0.0
2b279d78-f370-4077-83a6-95c41e1cc193,49,52,-3,-5.769230769230769
2b2e8362-de85-4971-ae55-01e2e749a960,101,101,0,0.0
2b3875f0-7d2a-4faa-afb0-eecdcace8f37,26,31,-5,-16.129032258064516
2b489f08-a155-4662-950e-a3f6457c1949,31,32,-1,-3.125
2b531ea2-dd13-4a3b-9c5c-f05efbb9d0b0,78,78,0,0.0
2b734283-1f9b-489d-b82b-bc32eaf21a22,212,212,0,0.0
2b7df3d0-144c-4665-8193-7dadda38fb42,133,133,0,0.0
2b8d0d5d-6e8f-41c1-9b59-abd5844355bb,59,64,-5,-7.8125
2ba544d2-049e-4d19-ba42-9c0ec6158815,129,129,0,0.0
2baedc6b-ea02-419b-a907-590df266b565,20,21,-1,-4.761904761904762
2bb01912-b40d-460c-a3a7-b9618a7316bc,68,68,0,0.0
2bb6f6e0-8d70-43a0-92ce-7901455185fc,176,176,0,0.0
2bb7ac06-8b48-4f7b-b7f5-c35252650ad9,25,25,0,0.0
2bc32779-85c2-4ac5-9108-3289c2b4fddc,20,20,0,0.0
2bf23ab5-99f1-431d-ab94-53f52ccd3563,81,81,0,0.0
2bfffb78-f5a2-47b6-88e4-abf79155379a,39,39,0,0.0
2c015f2a-f45e-4ecd-b15e-eb4ad069d770,167,167,0,0.0
2c078e60-6c4b-4d76-b434-6495340a5ea4,416,416,0,0.0
2c1b7157-4bf9-47e6-862b-fb5d04040bf1,47,47,0,0.0
2c1b941a-4e95-4a2d-8649-d2286d4ac731,82,104,-22,-21.153846153846153
2c249c18-070d-41d6-8f7e-e983d810d0fc,100,100,0,0.0
2c304ffa-d86d-46f4-a99f-77691b727666,47,47,0,0.0
2c30feb4-48f2-4db6-8831-bbcf579d958a,27,27,0,0.0
2c38831c-1586-48eb-8318-b179fdc5a471,37,37,0,0.0
2c3ca947-bdaf-420f-a5f0-b701ca590ccd,24,24,0,0.0
2c5be2b5-3812-4936-8ce2-834e368409c3,65,65,0,0.0
2c5f11cc-de0f-417d-ac24-052de322f203,250,250,0,0.0
2c623dd8-b928-4175-8595-a489ea4fc483,124,124,0,0.0
2c62794c-c583-46f6-b2ed-02cae68d96f8,141,144,-3,-2.083333333333333
2c685a9d-aa12-4b50-a836-e7e45439a285,36,36,0,0.0
2c73fa94-c5cb-49c7-93fe-665e6b6e67ac,56,56,0,0.0
2c75d32c-7db6-4570-86a6-fe982a8f33bb,46,46,0,0.0
2c90a324-7f9e-481b-b828-1dcc5d83c816,62,62,0,0.0
2c91ac12-74ec-441d-82fd-6fe700c11c15,22,22,0,0.0
2c9c01cf-ceb2-465d-bc69-0c56a96232bf,199,199,0,0.0
2caec51a-985d-4b73-9a8a-3c694a60fe5a,50,50,0,0.0
2cb4d00e-154d-4d98-99cd-04aea1d355bc,36,43,-7,-16.27906976744186
2cc020e1-e18f-4d0a-ab93-fe17ff3f73db,36,36,0,0.0
2cc20ef8-e24a-4d9c-8345-ce07874b76d0,145,145,0,0.0
2ccb36fc-3e0d-4224-afa7-85d10c05e8ff,40,40,0,0.0
2cd07aff-91a9-435d-87d4-883428c48803,25,25,0,0.0
2cf104ec-ed19-473b-a65c-db32df589bed,70,72,-2,-2.7777777777777777
2cf44b7b-5c36-4686-b0ca-423e9840b1cf,206,206,0,0.0
2cf58463-0034-4077-b80d-75f90fe2cafa,42,42,0,0.0
2cfa9fe2-6bfa-45b6-9268-b7f998c77843,164,166,-2,-1.2048192771084338
2d0d409f-ba7c-4419-bdd9-169da512c7f8,76,76,0,0.0
2d0e1ee2-6bba-4c80-8ecd-cd5d49e4f050,25,25,0,0.0
2d1cab68-8d3b-40ce-9c69-d49845ecd16e,46,46,0,0.0
2d1e94f8-604e-47ed-aa09-f6e364097788,142,142,0,0.0
2d26d9b1-5b68-4ae9-920b-8ca7462e4443,40,40,0,0.0
2d270c81-842d-456d-b0d5-1c5e96a22edf,45,48,-3,-6.25
2d2a371a-7f7f-4a66-a26c-e19618e62d28,45,47,-2,-4.25531914893617
2d4c9894-b31e-4647-9e89-010b278d7fbd,95,96,-1,-1.0416666666666665
2d5424dd-740c-41ca-88cb-d0af23c6d469,279,279,0,0.0
2d61feed-2dd2-4ae5-a218-39708f153869,209,209,0,0.0
2d6b032a-5c34-4e96-8e46-8bc6184b6ca0,174,235,-61,-25.957446808510635
2d76318b-2515-491f-ab3d-61be46874eee,45,45,0,0.0
2d78c3b9-22bb-4109-9d62-a1b6fb703e4a,59,59,0,0.0
2d7b3b2d-1e85-4532-beae-281956700b53,280,280,0,0.0
2d7ddd7d-768d-49cf-9846-7fbff7edeef9,184,1386,-1202,-86.72438672438673
2d815283-5240-4776-9c75-a8c7cddaa320,175,181,-6,-3.314917127071823
2d83e588-82eb-488e-a59a-deaf7075e25f,65,65,0,0.0
2d840ae1-69fe-4874-8ec9-e207144cf82c,24,24,0,0.0
2d8d18e2-bd9d-42c1-ad27-dffecc38026a,20,20,0,0.0
2dabbd7e-abaf-412a-a925-ec62efd27743,256,256,0,0.0
2dbbfb7b-0874-4730-9b50-6952931dd7c5,86,86,0,0.0
2dc92c02-6e04-40e3-9a2a-c31eb406a303,23,23,0,0.0
2dcc21c6-41df-4b59-bc8f-1b558f5ff2c3,44,44,0,0.0
2dd08482-6d8b-4180-857e-b72bcef40a60,132,137,-5,-3.64963503649635
2de568f6-5ce3-425f-8ce5-eedc72f32ef3,117,117,0,0.0
2de5bc9f-9682-4555-9621-26d8c076d66b,87,87,0,0.0
2def923c-cc62-4003-9c2d-99ca9d8665e1,57,57,0,0.0
2dfdcf26-218b-4575-a85f-7b6536a4fd19,63,63,0,0.0
2dffc01d-6e46-4306-87f9-0ff36d8ba8be,41,41,0,0.0
2e00499e-a356-47e9-a282-274cb46bebd2,93,93,0,0.0
2e01df2f-6b1a-419d-b564-f003034b02fb,62,64,-2,-3.125
2e38f661-2407-4f81-8149-b6290a5043bd,49,49,0,0.0
2e483f4f-c578-417a-b229-198876ffe27c,153,153,0,0.0
2e7131f6-54b0-4164-b4c9-8cad46654362,51,51,0,0.0
2e776a62-9b44-44f6-8fa1-8a20e65d79f8,108,108,0,0.0
2e7d7df5-471c-40e1-9981-a31937ec0b4a,197,197,0,0.0
2e8c24a1-e90a-4976-ac24-1a6b85e911a5,54,54,0,0.0
2e9549f0-fef9-4d88-812c-a211589a8dcd,38,38,0,0.0
2ea95b76-2bf4-41ca-bb43-0494e31f4db3,34,34,0,0.0
2eabab16-3867-49c6-b850-fd4d1ca1a403,23,23,0,0.0
2eb3da0b-b0bd-44bf-a9eb-296fa59f4232,64,64,0,0.0
2eb54669-a9a9-4415-994d-ad28ee9c0916,47,47,0,0.0
2eb7b7b8-f344-4dfd-83c9-cb174b4b9866,104,104,0,0.0
2ece4fb8-34ed-47ef-be22-bd56e9c363fc,22,22,0,0.0
2ecf356d-4101-44a4-92f0-487832aea64e,24,24,0,0.0
2ed8d86e-9ad7-4d45-b4a3-a69f8c7eb08c,123,123,0,0.0
2edaa59e-ca22-4ce5-b873-50c3979ca4f5,50,50,0,0.0
2ee7c053-b554-47c3-88ec-32083ca2b037,149,149,0,0.0
2eea466b-9ea9-4ee9-a4aa-481cff1e38e3,26,26,0,0.0
2ef527b4-4c78-48fe-a1cf-9e667d3253ea,475,479,-4,-0.8350730688935281
2f08d02f-76d4-45b1-a751-21b7ef9b9bbe,110,110,0,0.0
2f1e6e14-e360-4ccb-baab-97b252f8b30c,102,102,0,0.0
2f304060-7d90-43d7-ac9c-915d4b127f43,28,28,0,0.0
2f3c48f4-04c2-47c6-acb6-0ffdb1edaa8c,41,41,0,0.0
2f539f08-c740-446f-a0eb-42a08b7fd3de,75,75,0,0.0
2f541740-7f0b-4bcc-a30b-b913e85f9acf,33,33,0,0.0
2f549bda-aa05-40ad-9fdd-1d45bd7d5313,180,180,0,0.0
2f56cc00-fa75-4523-9dda-ca0fb2116d1a,38,38,0,0.0
2f56d8bd-7fad-46c8-8584-5dd799ad0b1c,38,38,0,0.0
2f57f2c2-a784-4914-ba55-8c50141b3400,68,69,-1,-1.4492753623188406
2f5f2f15-9852-4f7a-8078-024d923dff90,93,95,-2,-2.1052631578947367
2f7b7883-8904-446b-b211-73fd073fcc0c,74,74,0,0.0
2f88caf9-e649-4a59-94b6-c35b55a9dde0,106,106,0,0.0
2f897c31-8669-4177-9441-e098c3d9e45a,24,24,0,0.0
2f9018fc-47ed-4b36-ab8d-07141d8bd301,26,28,-2,-7.142857142857142
2f97818a-7d5f-409b-95b6-f7bb06ec692d,93,100,-7,-7.000000000000001
2f9ae0bc-6be0-4a29-b75a-f46fc06d8040,108,108,0,0.0
2f9d4663-0c0d-4127-b5f8-3ca8bb553b4c,21,21,0,0.0
2fa0558d-9f0f-47fe-b9f6-bac5576878b0,46,46,0,0.0
2fa1dbcb-bcdd-431f-a007-a56008fc8fe1,26,26,0,0.0
2fc0eaa3-6b45-4520-ba68-6bcb313af4aa,211,213,-2,-0.9389671361502347
2fc9b7b8-a362-4e29-bb5a-c1998b00ffc0,135,136,-1,-0.7352941176470588
2fdf0fc0-fc1d-4e5e-843e-f359bf0d0e0b,115,115,0,0.0
2fe3cfa6-65b6-4552-b8eb-d9f9534bd376,37,37,0,0.0
2ffbc849-a5a9-4d53-95d3-3a8a5890d582,80,121,-41,-33.88429752066116
30145869-372c-4a11-bdae-0ad4d78c5220,37,37,0,0.0
302cf994-1701-41a5-8fe3-77d013ad01a0,72,72,0,0.0
30365f0c-16eb-4ed3-ad3a-0091f7b7e3f4,21,21,0,0.0
30386472-27e4-482e-a298-8f9d633d0976,40,47,-7,-14.893617021276595
303cb75a-da65-483d-b258-4059bdb00a67,143,144,-1,-0.6944444444444444
304b6b11-0322-4938-af62-8c7bbc928b4f,42,42,0,0.0
305f138a-bf14-4150-8e84-80b8e8ad29ae,22,22,0,0.0
30620913-7fc6-44b6-bd2c-f205207e36bd,21,21,0,0.0
306cf774-1baa-47ee-bb8b-8b9b24ad6a2d,131,131,0,0.0
308c4cb0-d876-4898-ac26-b13cc400c0d5,155,155,0,0.0
30994750-67e5-4460-9a0c-06cd401a6644,44,44,0,0.0
30bf5b8f-a5b3-4c59-b033-137399fb37fc,69,69,0,0.0
30cb63ab-df9d-46d6-a04b-46be0d06ef21,118,126,-8,-6.349206349206349
30cbcf4c-0feb-47c1-aa30-cb938de6b688,27,27,0,0.0
30cf7182-dafd-4238-8dba-84d9bff86c59,106,113,-7,-6.1946902654867255
30ec22ec-70bf-4e0c-9ede-698cc0c6f041,178,178,0,0.0
30ee0ef6-9da5-4ab0-ad8e-07b9d5345242,195,195,0,0.0
30f4962e-a646-4dbe-94ff-556c3896740f,35,35,0,0.0
30f60c8e-70c4-4411-8554-0763b0c012c9,103,103,0,0.0
30f9a95c-cc8a-4876-9ade-28a17dfe4305,161,404,-243,-60.148514851485146
3103b161-d449-47d0-aac9-721e037854c3,36,36,0,0.0
310ffb65-287a-4fd2-84a0-d60daa40c323,25,25,0,0.0
3111d2c9-cd29-4b82-99b5-fd3bcc0e02a2,144,144,0,0.0
311abcb7-b500-4e6b-935a-b0fe0b6bab68,54,54,0,0.0
312121e1-cc83-4733-9f85-1ead9d1efac8,81,81,0,0.0
312507b0-d23c-48db-bcad-4477ee553c50,33,33,0,0.0
31311029-e60e-49ba-9059-8ee4a2f34403,37,40,-3,-7.5
3138f02f-9b9f-4254-afe1-198118e00fe9,67,67,0,0.0
313dfa65-7a62-47b1-95bc-9a18223c46eb,71,71,0,0.0
3143f262-acf1-44e5-b623-da793778c90a,149,152,-3,-1.9736842105263157
314598c9-140c-4c96-9e29-ea95123149a4,46,48,-2,-4.166666666666666
314fbd8c-7f5c-4ead-ad39-a9678e8ced21,56,56,0,0.0
3152d963-99b6-4691-8a99-8ce750f561fa,21,21,0,0.0
316ec12a-e537-43f0-b0b2-be5c56a48e14,47,68,-21,-30.88235294117647
31723608-ff0b-4930-bf46-4cdfb015bb13,31,32,-1,-3.125
3179bf14-e19b-4d5d-bbac-d0689dfdf5df,62,62,0,0.0
3181b86a-a131-4f06-959f-010df9d2d788,181,181,0,0.0
3188dc72-7cc2-4780-85f3-51e45c6252da,24,27,-3,-11.11111111111111
318f9b8c-211c-41ca-9aea-a74f2b171af4,93,93,0,0.0
31bdd83a-6bd5-4238-8539-8ab1a7be1186,140,140,0,0.0
31c57d9d-e226-4bb6-9846-67489f53f7b1,63,63,0,0.0
31c97102-ab1b-4f4b-ac9e-83da6e2844ee,21,21,0,0.0
31d407f3-8fbd-4cdb-b2be-1a62467c46e6,110,110,0,0.0
31d7c17b-7d72-4350-a34b-10dad7ebdf62,56,56,0,0.0
31f8c169-6f7b-4073-8c0e-e6ad85a9efec,146,146,0,0.0
32099338-8494-42da-8ccd-6b56b7345c7c,81,95,-14,-14.736842105263156
32229fa8-2860-4bf7-b15a-3cf4679e95ca,58,58,0,0.0
322cfd5f-5211-45ae-a068-5f2857d5430f,30,30,0,0.0
323c17a5-f5b4-403d-9cc4-aa6e8f9435de,89,91,-2,-2.197802197802198
326dd109-a8b6-4b3c-a058-b7cda9d809e6,144,144,0,0.0
327a9371-4978-410c-9914-d8408d757948,21,22,-1,-4.545454545454546
3282a896-ac05-4def-ae4a-20d776968531,82,82,0,0.0
329ee8e4-bd90-4046-b99d-93ae0f62ec23,24,24,0,0.0
32a069f1-51d5-45d7-a85b-832977523884,123,123,0,0.0
32ac57ff-ad29-47d9-97c0-ead9e53adacb,217,218,-1,-0.45871559633027525
32acfde2-0857-4cc9-959d-5e459fb6896f,26,26,0,0.0
32c8065d-6d88-4c7f-b6d9-baa4d23522b6,162,162,0,0.0
32ce371c-04e5-4040-9be6-c97862c35072,112,112,0,0.0
32d400e7-9dfa-4af4-82ec-b64529b3b143,59,59,0,0.0
32f1382f-e757-44f3-bc62-9446ae6f2b37,30,30,0,0.0
32fcaeb1-020a-4a2a-a5bc-b580c0b3fd07,42,42,0,0.0
330abb1f-96ca-40fc-bb2d-bde8382541e9,25,25,0,0.0
330befd8-96cc-49ba-bf5c-9d8d936395f7,61,61,0,0.0
33152190-a88c-490e-99d4-d58c4fef1e3c,31,31,0,0.0
3318b37d-1617-464b-a851-eb7d0c55134a,121,125,-4,-3.2
33275788-3af2-44e0-b843-e90baaced243,82,82,0,0.0
332e6e68-f248-47ff-8fa5-ff08b932f8a9,140,149,-9,-6.0402684563758395
33308c56-1cc6-4f7c-bd87-572a35cb2482,37,37,0,0.0
333ada28-0b64-4719-86a2-39b7da999404,102,102,0,0.0
334ada33-2987-48a6-99c3-31a445630900,88,100,-12,-12.0
33637388-381d-4543-9043-c056d7ee3d9a,38,43,-5,-11.627906976744185
33653d72-c99f-44c9-a0cd-b0bdb6a751f0,34,34,0,0.0
336b1b32-c82e-4789-8cfc-8f57e29b4a9e,32,32,0,0.0
33752815-476a-426c-8816-176aecf9e217,38,38,0,0.0
33a29de9-fc51-4fd1-8650-ff06c55c1601,41,41,0,0.0
33a84323-13a2-41fc-9907-dd17462c9381,52,53,-1,-1.8867924528301887
33a8565e-aa90-4bd5-937c-7a8d0cd92ebd,40,40,0,0.0
33ac9bf1-8732-442f-9f5a-14e7a36a95bc,26,27,-1,-3.7037037037037033
33ba0f62-b893-4a16-9c8f-e1dceeeffea4,23,23,0,0.0
33c83077-7521-45c5-af39-9e4999db90d6,38,38,0,0.0
33cf8d95-7c34-4042-a3d1-a02950e4b9b8,34,35,-1,-2.857142857142857
33d51241-6156-4005-a13b-0f483e9dae84,132,134,-2,-1.4925373134328357
33d75d06-6568-4c40-9830-d0cbf605297c,45,49,-4,-8.16326530612245
33da6ab0-95ab-4019-b934-d5d88ebfb424,34,34,0,0.0
33dc8bcd-623b-4702-b14f-97dc63bf1939,20,40,-20,-50.0
33e19f35-d6b9-4f2d-acd2-772690ff6d80,37,37,0,0.0
33fc6410-6e6f-4c76-92ff-dff1854d0939,118,119,-1,-0.8403361344537815
34114dac-4489-489f-b24a-1a6d0ce60857,60,60,0,0.0
3413a0ed-e18d-433d-bb90-4c07185d8c77,167,167,0,0.0
34187469-3948-4aed-a2f0-c3ffc6682a2a,191,191,0,0.0
34364275-7d27-474c-b66f-7506dd7d1d26,51,53,-2,-3.7735849056603774
343fceb9-ac8c-464f-8ba4-0610e7255f91,82,82,0,0.0
3442e949-534f-4c30-921a-9e80e3460dcc,72,72,0,0.0
3443b4fe-63d9-43af-8a6c-af2dcd9e0f57,277,277,0,0.0
34506425-f264-4b67-b3ba-c12c62859876,35,35,0,0.0
3454a3c5-61c4-46dd-84c2-34582108f296,67,67,0,0.0
345ce662-3cc1-4795-8142-295a61f96756,63,63,0,0.0
3463d01b-fb4e-49cc-bc00-bf7739bd92a4,208,208,0,0.0
347444f6-51d6-4ed7-b23d-b11b8371574d,31,32,-1,-3.125
347d1bb8-5bfa-46a5-b226-4893cb15b8a8,184,184,0,0.0
348b7f7e-dd7c-42d5-9596-3d9a847cb14d,41,41,0,0.0
34d39c30-16b0-47b6-a826-e67c1733325a,76,76,0,0.0
34d747fc-c067-4522-8180-3f385c8980a0,52,52,0,0.0
34d8e695-438c-4a05-ac36-378e1a3864dd,225,231,-6,-2.5974025974025974
34dca7d7-3c1a-4f88-91cd-486edd3f5afa,37,37,0,0.0
34e199b3-e341-433e-8e00-d455222ed9b7,334,348,-14,-4.022988505747127
34effdb8-3082-4747-9e53-ca946273eda7,83,83,0,0.0
34f704bc-81d8-42bf-b470-a034c1fb4ca3,62,62,0,0.0
350077ed-1679-4839-b7e6-44e1a5635d70,49,52,-3,-5.769230769230769
3508fe03-d962-49a5-9152-5602169b230a,32,32,0,0.0
35095b20-6c16-4e6d-acb0-c431dbc84a31,141,141,0,0.0
3519ce20-7bb7-42c5-bd0d-9d90f67b1465,57,58,-1,-1.7241379310344827
35259af0-1d17-4074-b9d1-36394e6dd1b0,71,71,0,0.0
352e471f-f1f6-49dd-991c-f62839521a87,94,95,-1,-1.0526315789473684
353055cb-ae29-4c7b-8ed2-11be805a9a7e,247,292,-45,-15.41095890410959
353084b3-a4b5-477f-bc5b-d1e58f812d39,69,83,-14,-16.867469879518072
35499d71-8775-4b28-9277-e6552a22c2a3,36,36,0,0.0
354f43e4-559a-41da-85bd-59dd6900671a,25,25,0,0.0
3555f243-3ae5-4fb1-988a-5071d4bffd35,35,35,0,0.0
356b48ab-c777-4fcb-83b5-d82b85773cb4,55,55,0,0.0
35744358-3e62-40d1-8a2c-80de5b468f68,49,52,-3,-5.769230769230769
357c5410-f67f-4e4a-98aa-d6244effd8d2,110,110,0,0.0
357e0a61-6f42-41dd-a28e-47f735f3e65f,53,53,0,0.0
358c078b-7228-44a4-8518-018795b80621,36,36,0,0.0
35c13902-fcb2-4ce7-82b1-61db31ef9d50,30,30,0,0.0
35cde1d4-11b1-450c-a037-64cbd7a9b5da,58,58,0,0.0
35e1f673-627f-4b3d-98f2-a37a8a99cfd7,59,60,-1,-1.6666666666666667
35e934a6-4785-41b1-a46b-939966d5013c,69,69,0,0.0
35ec055e-484e-43c0-bc5b-56a39d6b50a4,43,43,0,0.0
35fd7ad0-452e-4b6d-8fdb-851a96a3dc19,21,21,0,0.0
3605a1b4-f855-4114-9278-b0ad5216cc62,192,192,0,0.0
360ae682-ba4e-4076-bada-57f864eae6a7,130,130,0,0.0
360d0de5-b0e1-4d2d-91b7-cf378846e1bc,132,132,0,0.0
36166a5d-eb6c-4e5b-8a93-42ff006fcf39,20,20,0,0.0
361da97d-8e11-4e31-a21a-a0b4d94f56f9,35,35,0,0.0
361e736a-e443-4f64-9b49-52c7f6bf735d,22,22,0,0.0
3625f2eb-1e90-4e35-8fdc-b7126767630d,69,69,0,0.0
36291f71-45da-48bb-8e2b-ff732b092b04,36,36,0,0.0
362bb287-433c-466d-99e6-f5cb37b220fe,154,154,0,0.0
3657fb95-3184-436d-aa2b-db16beb2947e,367,367,0,0.0
365fe217-cbb3-43ae-bf5b-992cd5ff9773,159,165,-6,-3.6363636363636362
366279b6-c4a5-444d-942f-2eb87a24c976,193,194,-1,-0.5154639175257731
3665c7a4-d2c7-4adb-a949-a0c6eaa8876a,21,21,0,0.0
368523e1-be2b-451c-9de4-f520b0e59cbe,48,48,0,0.0
3689c01d-9a3c-4e2c-8fc4-a7fae4831665,99,99,0,0.0
369a0447-4113-43d8-8555-8072f2ecbc90,66,66,0,0.0
36b7eb1a-a864-4f87-a928-27232ad5355d,48,48,0,0.0
36bf90bd-bd88-40e1-a5fe-5d710d4763f4,22,22,0,0.0
36c615ec-00f5-4a5e-9c9a-49e2a6f619b7,122,126,-4,-3.1746031746031744
36d8bc40-e1c4-486e-8c35-3a752157e899,113,113,0,0.0
36e045ab-423e-4887-b6e9-3f739133fae1,24,24,0,0.0
36e364fd-01bf-4918-822f-e5adfa988a14,110,136,-26,-19.11764705882353
36e39ecc-e493-4797-aa55-f26d64a63844,109,109,0,0.0
36ec7648-63fe-4ef6-a5d6-6a4b09312777,253,253,0,0.0
36f7fb56-9d73-46e5-b7e8-de425e939a47,41,41,0,0.0
36f82803-bc5e-4483-922e-be6bc8414bfe,58,62,-4,-6.451612903225806
37057849-15d4-47fb-b59b-ca8c32f0ecd2,34,34,0,0.0
370bbdcd-17ea-4e32-b8cf-ad3d47ed102b,99,101,-2,-1.9801980198019802
3711ae4f-8aa4-4f8a-8ab7-4c52404903f9,33,33,0,0.0
371d1708-680b-4be4-9e06-296d9c96b6c7,35,35,0,0.0
3720e340-87f5-415b-8621-d0b3d65c04b3,287,287,0,0.0
3728577c-0e78-4f94-915e-546e4add7d58,25,25,0,0.0
3729f4ca-077e-4c55-962e-b93742e070ac,243,243,0,0.0
3737eb2e-42af-4e02-ba62-a367b08b4e98,92,92,0,0.0
373e2d0c-afcc-4e66-8fb1-d947f5579e7a,95,95,0,0.0
374fc9ee-481e-42d7-b265-c63137b3d795,46,46,0,0.0
375211de-5333-4e01-a9b1-31d51965a4c2,68,68,0,0.0
375d56cb-7acf-4a09-8009-f4ef5b59e74c,61,61,0,0.0
3764091c-1554-40cf-b638-cfc8dc3fbca7,38,38,0,0.0
377465dd-e3e0-4ae2-a5c8-b99a10a08333,30,35,-5,-14.285714285714285
3774d1a7-1c76-4e8f-becd-e94a4e405029,126,126,0,0.0
378e5d2d-6b64-455e-84b2-b6faa142dc86,21,21,0,0.0
379364fb-2d25-4b4c-9513-53bd32b1b826,75,75,0,0.0
37a458d8-15db-47ba-ba87-653b025266e9,34,46,-12,-26.08695652173913
37a9cb8f-b11b-4296-bfb3-d99af2f14902,26,26,0,0.0
37ae0faf-1247-4e16-967c-005167f9b21e,21,21,0,0.0
37ea68c5-03e3-4157-ae48-f2609ff166eb,34,34,0,0.0
37eb357d-c3a8-4f44-bcb7-cafd267a90a0,70,70,0,0.0
37f946c2-a812-4f10-8512-fe4b6ccb7227,31,31,0,0.0
3809f5cb-ed1f-4d99-9f09-02a195aee2d6,153,153,0,0.0
3812a466-f069-4a7f-9996-8827df02e253,164,165,-1,-0.6060606060606061
381b4394-0275-41ca-b74d-61405f36ed23,24,24,0,0.0
381c6772-d9b6-4add-9bdb-da504a4b6f4b,22,22,0,0.0
382018c4-d00a-4fa2-baa6-7a3a7f73d564,30,30,0,0.0
3823afed-9cae-4c7e-b95f-d88b76961f16,42,42,0,0.0
382a7ed4-325b-40aa-bb76-9cd2d60846bc,19,22,-3,-13.636363636363635
3844657f-0322-4cac-a6cd-6aca99e391ac,137,137,0,0.0
38650920-f9a4-49c3-8e0c-89e7e61ac092,41,41,0,0.0
386e3199-9bbd-439d-a9c6-5182b2253260,430,430,0,0.0
388002ad-b377-4656-9221-de633f3dd532,53,53,0,0.0
38802f22-e2d4-444a-8cb4-1c51a0979a12,54,54,0,0.0
388428dc-0e6c-4acb-9579-165085ea5a51,26,31,-5,-16.129032258064516
38895ba7-a1d7-48a7-9d56-768ed3b5ba06,78,78,0,0.0
38acb793-d452-46be-9858-5fbee5e988bd,171,172,-1,-0.5813953488372093
38bf76aa-3f58-4c61-bb7a-addfbe722238,35,35,0,0.0
38c03d48-53d5-4b4c-81bf-87f74453e54c,118,119,-1,-0.8403361344537815
3900c6b2-0613-4090-9547-2383c4a72871,232,232,0,0.0
390ccd1a-1a3b-4bce-8e98-f79a6d77eca8,21,22,-1,-4.545454545454546
390ff916-892b-43c0-9d59-06dbb9fc0e51,99,99,0,0.0
3912bb1e-3c6b-40ad-aeca-44b38a949c8a,99,134,-35,-26.119402985074625
3919bc22-d535-4762-9099-8509d77aaab0,88,88,0,0.0
3927df9d-0ec3-43c0-bd7b-603e4fea0e47,122,122,0,0.0
39308dba-6bfb-4813-beb7-d3d7b434eadd,45,45,0,0.0
39339b01-9f99-47a4-91f0-c4f05f494496,113,113,0,0.0
3935b73f-7ea6-4752-8565-2287107bf5bd,42,48,-6,-12.5
394d6898-b162-4063-8a27-fbf90aa3caf0,53,53,0,0.0
394fe334-24ce-44cc-9f95-00ea846522b0,61,61,0,0.0
3954649e-53aa-49c6-8d8a-a32199ce7c0f,297,297,0,0.0
39549e5f-50d4-4500-8312-36eec349a925,79,79,0,0.0
395dba01-c4ec-4a1c-abb3-6095179efb95,152,152,0,0.0
395f857f-0515-4aa6-90d0-c265b9a2d1d7,79,79,0,0.0
395fb1a0-40d5-4805-a645-b0d5980d9d18,88,88,0,0.0
39639bc9-6b0d-4390-a9ef-238f8a4b6b9a,125,172,-47,-27.325581395348834
3965af63-dc72-47dc-a378-78c1d92e9b02,160,160,0,0.0
396e50d2-d424-4211-a942-8f2c068a09d7,66,66,0,0.0
3978bed9-2b2c-45f9-875f-ae971ad121b4,69,69,0,0.0
398d1388-b0a1-4069-a122-76c58e3d89cc,77,77,0,0.0
399d181c-8c38-4724-a26e-06a49471bd69,29,29,0,0.0
39ac6ec1-e1ba-463e-9a0a-6587313129ed,51,51,0,0.0
39b5c851-ae7a-4f10-8ebb-6188dbd299ce,35,35,0,0.0
39c11d82-883b-4076-addf-e0fca587a9b3,24,24,0,0.0
39de86aa-459d-4f97-a1ba-e56ffd7c6cc6,188,188,0,0.0
39f47daf-297f-4f3a-8ba1-8448c04b7378,23,23,0,0.0
