user_id,filtered_count,reference_count,difference,percent_change
0800b1e4-7627-4e55-a319-2b3d167caa7e,81,81,0,0.0
08055873-16f9-4900-9953-ec1c8366061d,103,103,0,0.0
081763cb-2132-413d-aaaa-d4c6d803251b,59,97,-38,-39.175257731958766
081f1d55-b465-41dc-9571-fd348088912a,34,34,0,0.0
082ad5a5-d5f0-443f-bf41-62e56ce47299,34,41,-7,-17.073170731707318
082f229f-c6cd-4fd8-bdca-6ca4ef9a59bf,138,146,-8,-5.47945205479452
08315850-86f2-4ca5-9829-bb5830f0e942,90,90,0,0.0
0837229d-3e2c-47b8-942c-0acf08b6d7f4,188,188,0,0.0
08419e1e-b6bf-48a5-8514-ce1a9efd47f3,104,104,0,0.0
084712c3-7740-45f6-8ede-6b8e42ca6d43,46,46,0,0.0
084718c7-c6c3-4142-92c1-384abb46d96d,50,57,-7,-12.280701754385964
08579323-5746-41cb-a208-42599d4ef26b,63,63,0,0.0
085a9056-208b-4470-8a1e-e2713e7aace3,33,33,0,0.0
085b2efd-c65f-4652-b424-a9bbc7f433b0,60,60,0,0.0
0865f0da-33cf-46f2-b137-c9216e30f88a,96,96,0,0.0
0873932b-eb27-4ab6-a750-af5a94803f8f,21,66,-45,-68.18181818181817
08864e4a-4012-4680-9d14-a971ee72812a,25,25,0,0.0
088cdce1-92b4-49d9-b3f9-bcb2ae2502cf,36,48,-12,-25.0
08943b91-a2c0-4290-a6db-ebc1b42936ca,99,102,-3,-2.941176470588235
0894711d-c7bc-4010-9700-00c1c5122b99,74,74,0,0.0
0895fae0-7664-4e78-ac45-cdb423b71518,74,74,0,0.0
08975fe5-6ce4-47f5-8e02-374e6b770d3a,141,141,0,0.0
089979af-eacc-4d21-85cb-59b288d4abae,22,22,0,0.0
08b5d913-8ca7-4724-95de-de9830c22db7,88,88,0,0.0
08c1189b-d3a4-4384-9772-3dee4fff66e2,39,39,0,0.0
08c12246-4780-49c9-ac10-388f78816696,200,200,0,0.0
08c4af56-ef03-4d03-96f9-1c0855af1e50,42,42,0,0.0
08cb2e2b-e154-45e3-b7f5-02849431d044,22,22,0,0.0
08cfe1ca-cb68-4377-b9ac-736b07435f82,104,104,0,0.0
08d5a8c9-4841-44d8-89b6-ea87e73df456,48,49,-1,-2.0408163265306123
08e18aeb-db18-4d0c-9318-273155a57ee3,127,130,-3,-2.307692307692308
08ef45ec-bf37-4a38-afdc-6941f499c745,20,21,-1,-4.761904761904762
08fab2ac-bc97-4c65-907d-8e727d84d8be,149,154,-5,-3.2467532467532463
090cf20a-aa7f-4955-95a3-0c0f3fee34be,28,32,-4,-12.5
09104479-99e1-4217-880d-a45c6e537dc6,47,47,0,0.0
09105245-67b3-48eb-a637-425412e9d93a,52,60,-8,-13.333333333333334
0915dd41-9f52-4663-95eb-02554655600a,36,36,0,0.0
09198716-842b-4676-a669-a7ea6441302a,99,99,0,0.0
091baa98-cf05-4399-b490-e24324f7607f,35,46,-11,-23.91304347826087
092ec59f-7024-4f69-b2e5-ed015e220267,43,43,0,0.0
0939e214-4ef1-469f-b925-6c3dfd5385a6,21,21,0,0.0
0940e232-51ad-4ad6-a22b-ae1014de8d10,22,22,0,0.0
0945d57f-ec57-41ba-afbf-e7b319f982aa,61,61,0,0.0
0956a92a-9b5f-4917-8fc7-2cef8cce543f,60,60,0,0.0
0958957a-aa9f-4380-aaed-7264da615bcc,196,196,0,0.0
0970b5b6-eb8e-4639-919c-f03f72c1820a,168,168,0,0.0
09834e3b-7e4c-46fa-894c-c807760453f3,277,277,0,0.0
098bf6f8-8cf7-4f0d-bb66-adcdbc553c56,21,21,0,0.0
0994b8ed-671a-4ad6-98f8-982e67bbf140,62,62,0,0.0
09973404-892f-4536-aca6-a9a0b0aea752,55,55,0,0.0
09c1144e-5f5e-4393-8a40-390be25b11b4,70,70,0,0.0
09dd4351-ca49-4c1b-be5d-de89b97c181c,32,32,0,0.0
09e6912a-83d3-4ada-a899-45bbd5a409a4,198,198,0,0.0
09edb0fb-5bbe-473a-88dd-d00e0f4a6943,26,26,0,0.0
0a096226-a4d1-4bfb-8770-5402c687b720,211,211,0,0.0
0a0f8e5e-e55e-40b4-8fb8-c688bb5b7cd2,161,161,0,0.0
0a22f520-4eb0-4cfd-a88e-e1e9d2478443,24,24,0,0.0
0a2f84f9-b444-4543-965f-10fc31bb00be,20,20,0,0.0
0a30bb85-5019-4b6c-aa24-d969f054e070,26,26,0,0.0
0a30d91f-5e9e-4676-a38f-c09724390438,77,77,0,0.0
0a58e05b-664d-47ae-ba64-e167fcf70a30,54,54,0,0.0
0a5c931e-7397-4711-b04b-8e95bbe09e2d,70,70,0,0.0
0a615247-e7dc-4252-801f-c9cdbc36162e,21,22,-1,-4.545454545454546
0a69102b-cfc6-40bb-bad0-53cc6541e9af,64,66,-2,-3.0303030303030303
0a726a3c-7eaa-41dc-a3df-605740ead24b,58,59,-1,-1.694915254237288
0a79b803-7e25-4438-8df4-e605fb191f36,60,60,0,0.0
0a7cfee3-db99-4a73-a77c-242f5431d4f4,35,35,0,0.0
0a99526a-bdaa-4a82-9fd3-5c59b5a2162d,53,53,0,0.0
0a9f11bc-0cad-4fc7-823e-0fec65685ccf,31,31,0,0.0
0a9f9de5-8704-462f-abcb-a2da28a40c92,41,41,0,0.0
0aab97c3-a52c-40ef-9014-df6c32aa43db,185,185,0,0.0
0aae60f3-f360-42cb-9cf3-51842277be29,92,94,-2,-2.127659574468085
0ab0e934-4cb1-4b5e-8069-84629be9858d,28,28,0,0.0
0ac6c345-2324-4c84-94f9-50527ca37032,121,126,-5,-3.968253968253968
0acff441-3e44-473a-82af-3bd43eca7d6b,109,109,0,0.0
0ad94b0c-01fa-418d-aa96-9e31bdca973d,348,348,0,0.0
0ae0549e-fc56-4e83-a0f4-d94c71e9c837,85,85,0,0.0
0ae6f099-b598-4d6b-a878-f16b2aed6ead,105,106,-1,-0.9433962264150944
0b0595d5-d0e2-42ad-9d46-8d7f72a97d32,132,132,0,0.0
0b07546b-202d-458d-8e15-69ebf974ac6f,119,124,-5,-4.032258064516129
0b077271-e6eb-47a9-bf64-31ac0ca47373,429,431,-2,-0.46403712296983757
0b099763-a6bd-41f9-9ba4-8c177084dc1f,31,31,0,0.0
0b183a2c-875e-458e-b2bc-068ba73e43ed,97,97,0,0.0
0b1845ec-5152-4f24-89b1-cd1cf99f60fe,35,35,0,0.0
0b401d74-4e2f-410d-bd34-fd71d68a3ec3,21,21,0,0.0
0b40298c-d6fc-4f9c-9c43-5a695ec21c23,26,26,0,0.0
0b7182de-68b5-48c6-954d-a534c1aeb0c4,107,110,-3,-2.727272727272727
0b7ad887-a26e-4e6c-8e38-e274a427ee72,38,38,0,0.0
0b89fbbc-e8b4-479e-a22f-2599be449c50,118,118,0,0.0
0b90ece3-5a73-404d-b3f9-53734b16353f,57,78,-21,-26.923076923076923
0b9d8d90-3f6b-407d-bb6e-9e00717b7a61,68,68,0,0.0
0ba6f3f8-9346-481f-bd98-da63250c9ce8,36,38,-2,-5.263157894736842
0ba9c929-52cc-4dbe-957e-d7b0818851ee,132,132,0,0.0
0bac2b4d-cffa-46d4-8821-8d2c80d4c0b5,119,119,0,0.0
0bb3accc-e4ed-47ef-8d28-adf7faee99e7,27,27,0,0.0
0bcf6ebd-204f-4db4-acb2-8cb9c2074557,77,77,0,0.0
0bd27f80-29c6-4247-a3fa-1dd3ba028050,22,22,0,0.0
0be8eb48-31f4-485f-b671-5b1b429b1344,131,131,0,0.0
0bfa3739-8b1c-4b8a-bbf1-b351f4976620,133,133,0,0.0
0c1203b0-2e20-434c-afcd-ce270f38a035,230,230,0,0.0
0c25a128-a067-4f46-9dcf-b8c838167cfc,25,25,0,0.0
0c37f92f-b0f1-4669-9894-0d276ff94470,61,61,0,0.0
0c4b1bb0-c816-4a04-a38b-7492ba340a39,21,21,0,0.0
0c4d5115-5910-446d-98a2-395957a231ac,78,78,0,0.0
0c5c422f-a528-4473-9fd6-fd8218227431,243,243,0,0.0
0c5d0701-93d8-48ce-a0ed-16f9100f64a1,47,47,0,0.0
0c689a8d-5d0a-48c3-b8b7-bec381d2005c,46,46,0,0.0
0c750e44-494d-45b1-8d0e-e0881cfc6aaf,47,48,-1,-2.083333333333333
0c7c87ec-ed23-4a7f-857d-c87c094f222a,158,159,-1,-0.628930817610063
0c805981-0842-4325-92a3-76973d020bf3,28,31,-3,-9.67741935483871
0c993281-8d17-496d-8b76-def5c9245892,106,106,0,0.0
0c9adfca-ab0c-4cdc-beda-dae272e51d4e,27,27,0,0.0
0cad76ba-0a2f-479f-ac58-a355100c6899,27,27,0,0.0
0ccd252c-5ebb-40de-9d8f-9925537d7d01,37,37,0,0.0
0ce0f105-bf94-495c-9ae8-951c333e3aa6,146,150,-4,-2.666666666666667
0cf50683-621d-490c-83bc-bebff77cc1db,22,22,0,0.0
0cf8f33a-3206-479e-9603-6dbb99353c11,41,41,0,0.0
0cf95333-5185-489c-81ce-9c469db9e09a,24,24,0,0.0
0d08c0e0-2653-4d8b-b4e9-d8d73a8e53c5,36,37,-1,-2.7027027027027026
0d0fe53a-f27a-444b-b889-d7a4a2a1eeab,42,42,0,0.0
0d1d815c-9325-4921-86d5-cb3d6472243a,68,68,0,0.0
0d1db423-46c4-4f8b-9686-e281e433b17d,128,128,0,0.0
0d2bf312-37da-4409-b55a-49349803dd8f,43,43,0,0.0
0d2fc86d-38a6-4f83-8589-e37a20cca3c5,127,127,0,0.0
0d37e506-b76d-4fb9-8b13-fa0a0c942f75,117,117,0,0.0
0d4a424d-c7dd-494a-abc0-6f1604916247,61,61,0,0.0
0d54f62a-3f86-4129-b7a9-9b8646ce66fd,61,61,0,0.0
0d652a8d-2624-4597-9209-7c9d6d862ec0,106,106,0,0.0
0d681c22-35fb-4228-b5e7-a9e10950f280,236,236,0,0.0
0d6ee194-743e-432d-9efc-32c0d9ad4d7e,227,229,-2,-0.8733624454148471
0d7f3d84-e4b3-4c65-9373-b2844214ee67,100,100,0,0.0
0d8cb481-7534-422b-bd85-1706c0214870,30,30,0,0.0
0d8f35bc-ff5e-4ee8-a2a3-8fcc78efb16c,193,193,0,0.0
0d9204db-eabc-4994-9112-edaf8074236b,64,64,0,0.0
0d9f5e5f-40ec-4dfd-8b16-f4ab3c6c58a9,20,21,-1,-4.761904761904762
0da3ab86-f605-45f1-81d7-050ec960b943,130,130,0,0.0
0da9d7d3-9a1a-402a-88f4-08d5199fe2c4,28,28,0,0.0
0dafe6cb-3a06-47fb-8ef0-5f343e2804c9,25,44,-19,-43.18181818181818
0db03b78-b080-4f0c-9573-4a90cc79c2dd,65,65,0,0.0
0db3d0b9-5c62-46ba-b47e-be2cdc106f0a,52,52,0,0.0
0db4ccfc-4fda-4ed5-bd22-e696af5b4cb2,155,155,0,0.0
0dc4354d-872d-4666-87dc-6718652231b5,37,37,0,0.0
0dc4bc8b-eaea-4a56-bdde-a64cdf39571c,33,33,0,0.0
0dde4ddb-ef4b-4d78-8ab9-99b2b1900185,39,39,0,0.0
0de1b9c9-f814-4784-906a-693f90a34bbb,25,25,0,0.0
0e0a4b1c-b0e1-49a1-a210-671d61aefe22,499,499,0,0.0
0e121d23-dccc-467a-a181-9c03fce278e6,141,141,0,0.0
0e17de1b-240f-4e54-85af-888b69d598bb,28,28,0,0.0
0e1fbbb9-8c66-4979-9957-a84a6efa369a,103,103,0,0.0
0e260556-2045-4017-889b-756e995b2311,34,34,0,0.0
0e2d0ea5-9f64-48f1-9fc2-03542b3ac5ee,91,92,-1,-1.0869565217391304
0e3cc7ba-dcfa-4ab2-b63a-bdff25e52d88,40,40,0,0.0
0e4930bc-4de9-4b4f-9173-117d34e0b537,68,68,0,0.0
0e5396a1-889c-4410-96f9-d332608542ff,34,34,0,0.0
0e56d285-5a74-4f4f-9961-884450cd6ad2,54,54,0,0.0
0e5a1468-5b6f-4591-8034-897970c87a7b,140,140,0,0.0
0e5ca9a2-049c-4353-bc50-7a1f0ad21f11,41,42,-1,-2.380952380952381
0e61cf1c-0346-4359-a35f-33bb1ae574cb,19,20,-1,-5.0
0e79a832-17a0-493c-8d67-569421a597ac,120,120,0,0.0
0e8b315d-5c82-4127-8929-61fd4276bd6f,100,101,-1,-0.9900990099009901
0eaced5a-0a3a-40a2-9e97-c48b856a1572,52,62,-10,-16.129032258064516
0ec0bde5-2df7-4bba-86b4-1de30d8b30ff,115,117,-2,-1.7094017094017095
0ec377c4-7fa1-4c0e-88a9-8846a771c3c4,149,149,0,0.0
0edbbaf0-930b-4887-8482-db80b5eac65e,28,28,0,0.0
0ee8da71-89a6-4e09-b528-a7a011a21977,47,47,0,0.0
0eea7e15-0c79-472f-bfdf-3bb9ba55f414,52,52,0,0.0
0eeb7549-0235-49e1-8789-b52f4882be1c,32,32,0,0.0
0f0c6289-19d4-4343-91bf-124ed270bfdd,70,70,0,0.0
0f1f9263-49fe-4c83-815a-8455c09fe770,55,55,0,0.0
0f25b8ac-4b53-44fc-8449-251d6f7cbb1c,58,58,0,0.0
0f265e3f-1c7d-4f5a-8db0-4ca879681fb8,28,28,0,0.0
0f2de8cf-2cb4-4998-a41c-288c14eeaafa,67,67,0,0.0
0f448920-81ef-4654-857b-2681d370e8d3,28,28,0,0.0
0f4f78c7-25ed-4fa5-85c4-25df5e5ee605,305,305,0,0.0
0f50e941-1d53-4964-a054-b5acad321daf,55,73,-18,-24.65753424657534
0f61e084-ce67-4f51-9111-057385708a20,32,32,0,0.0
0f683d00-835e-417d-a923-87790d70c6e0,62,63,-1,-1.5873015873015872
0f6be7b1-b05f-475c-a8fb-75e5352a7e31,140,154,-14,-9.090909090909092
0f7510ca-11b5-4746-a272-92fba3b1d533,68,68,0,0.0
0f90ee41-e294-46ca-a4e6-360fd53560b3,201,201,0,0.0
0f96da06-0bfa-4659-9f1e-6b84580bab40,191,191,0,0.0
0fa33efe-a96d-4537-b86f-4ef8e672e6ea,81,81,0,0.0
0fa70298-db11-4c58-9cd7-755fb43a0162,170,170,0,0.0
0fb079da-56f8-4819-b13d-3f8da67113a9,305,305,0,0.0
0fb9ae4c-3ff9-4fda-95e2-a004122f1850,125,125,0,0.0
0fbc041f-ab87-475a-9f46-e02b39e7dff8,21,21,0,0.0
0fbd00e2-9a9b-4d07-9658-f3c410fe6a67,52,52,0,0.0
0fc4587c-dbb0-4636-9c33-65a6c75da995,125,125,0,0.0
0fc5fdd3-4a0c-4df6-849e-e2d1a1bd1285,20,20,0,0.0
0fe80e95-c7f5-4d36-8171-1e70201f8d6f,20,20,0,0.0
0ff2ea70-3351-4251-bd65-4a26939a4607,30,30,0,0.0
0ff89185-83a3-4b10-8727-a5507be5bbcb,214,215,-1,-0.46511627906976744
1012c45f-70b8-4d7a-a187-ee840a57e0a4,132,132,0,0.0
102e8b99-b819-4774-9b83-68a2b6b3044c,40,41,-1,-2.4390243902439024
103cbfb6-02d2-4d58-99a2-ea56e1adbd0e,53,58,-5,-8.620689655172415
104795fb-8f33-47c6-99f5-abdfbb037728,164,164,0,0.0
104cbbd6-0910-4fe7-958c-5a6e8cd93d16,129,131,-2,-1.5267175572519083
104fa493-db82-43a0-a560-0382f9d65181,128,128,0,0.0
105a84de-f1ee-4c7b-9cfe-c6f69980eeaf,43,43,0,0.0
1060f101-b675-42e6-ab40-e0ac1c7b7b0d,37,38,-1,-2.631578947368421
10689752-37dc-47e5-99e0-b60e2d5a1e4b,24,24,0,0.0
106f4051-9a00-4979-8aea-9726fe2d898f,133,133,0,0.0
1092f768-c571-4fcb-986d-037dcda53ec7,21,21,0,0.0
10a900f0-c3b2-46b2-92c0-53da902f03b1,32,32,0,0.0
10c1086f-9f27-4dba-9f27-4fcb9f2809d9,63,63,0,0.0
10dd4d88-ab38-4553-92fd-ef9eb6107838,74,74,0,0.0
10e81577-c18d-40e4-bc3d-35b942318f24,213,216,-3,-1.3888888888888888
10ef8f56-3017-484f-ad6c-397c8f140dca,28,28,0,0.0
10efe8c6-d293-4995-872d-b00191e569f0,39,39,0,0.0
10f57e9b-8418-48cf-b904-5ad2787a8f6b,102,102,0,0.0
111d82d0-de53-400c-87f9-dc9fe102dc7b,116,116,0,0.0
112fd500-079f-4257-8c3e-e043d45955fb,39,39,0,0.0
11421ebe-9af2-4901-8977-606afbde96fd,22,22,0,0.0
114e7dcc-a89b-4d54-b48b-d431f52a978e,94,94,0,0.0
115c5117-53f0-41d5-8b98-029495c60fee,56,56,0,0.0
1160634a-7f7b-4bc0-a686-4afe03a27e7c,26,26,0,0.0
1165b313-b390-4538-8e91-e7c270c7dc33,28,28,0,0.0
116d0ee7-ea99-4ff8-86dc-9a0b2c11165a,20,20,0,0.0
