id,user_id,timestamp,effective_date_time,source_type,value_quantity,unit
1a928309-f8d8-49a5-a5f1-8d34aba405d9,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-01-14T23:33:34.522Z,2025-01-14,https://api.iglucose.com,104.32616,kg
0bb4ca6c-d123-4461-8cae-a40297230843,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-03-08T14:57:22.966Z,2025-02-03,https://api.iglucose.com,104.33,kg
456ffb2d-67d2-41f9-b943-f333230b2edc,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-03-08T14:44:57.321Z,2025-03-08,https://api.iglucose.com,113.398,kg
4fb3e848-9fbd-4cd1-b7e7-380283ae3e71,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-03-08T14:51:56.961Z,2025-03-08,https://api.iglucose.com,117.93392,kg
f79e25c9-c5e8-4125-90ff-3bdfe9141acf,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-03-26T17:32:06.355Z,2025-03-26T12:30:46.000-05:00,https://api.iglucose.com,115.4,kg
80220068-9db5-42b1-93a5-636a350a5528,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-05-15T01:30:39.205Z,2025-05-14T20:30:10.000-05:00,https://api.iglucose.com,60.5,kg
dedafa0b-0726-4e2a-8cad-fb1678187bf7,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-05-15T01:30:51.342Z,2025-05-14T20:30:46.000-05:00,https://api.iglucose.com,60.0,kg
9f3da2af-1cb0-4733-8721-b3fa1b59d1ce,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-05-19T11:49:57.657Z,2025-05-19T06:49:36.000-05:00,https://api.iglucose.com,60.3,kg
2268ec86-f6ce-4542-9f3a-3eda85a02745,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-05-25T16:14:21.258Z,2025-05-25T11:11:57.000-05:00,https://api.iglucose.com,59.2,kg
95d57f52-46c0-41c8-b384-524f9bbb067a,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-05-30T03:42:43.607Z,2025-05-29T22:42:18.000-05:00,https://api.iglucose.com,58.9,kg
8b173b43-35af-4e77-abc5-71fca3c14bc3,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-06-01T05:42:52.359Z,2025-06-01T00:42:25.000-05:00,https://api.iglucose.com,60.3,kg
8531f113-496e-4377-8362-6cb7c9406e66,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-06-03T15:59:55.209Z,2025-06-03T10:59:25.000-05:00,https://api.iglucose.com,63.4,kg
2fbd4605-e07d-45a3-820b-6d885519e0f9,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-06-06T17:20:16.853Z,2025-06-06T12:19:49.000-05:00,https://api.iglucose.com,61.7,kg
da75bc73-1900-4aa7-bde1-755c72554fa3,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-06-15T22:17:18.984Z,2025-06-15T17:17:13.000-05:00,https://api.iglucose.com,58.7,kg
2c74c42b-3b98-4927-92ae-23c93d950b0f,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-06-19T01:11:36.812Z,2025-06-18T20:11:15.000-05:00,https://api.iglucose.com,59.9,kg
4f03121a-c2b2-4b72-a6cc-d0db9c37e297,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-06-26T23:15:11.440Z,2025-06-26T18:14:51.000-05:00,https://api.iglucose.com,60.0,kg
ced2d669-5ba1-4737-8a2f-324ea6b68fbc,ADC64C0B-CB46-41F9-BDA0-CC11A35942D7,2025-06-28T02:17:55.044Z,2025-06-27T21:17:29.000-05:00,https://api.iglucose.com,57.0,kg
